GENE	SYMBOL	CHR	START	STOP	NSNPS	N	ZSTAT	P
256472	TMEM151A	11	66059373	66064135	8	966306	0.78212	0.21707
57124	CD248	11	66081958	66084515	5	948874	0.66502	0.25302
9610	RIN1	11	66099535	66104000	16	952684	0.91126	0.18108
25855	BRMS1	11	66104804	66112596	17	940239	1.9807	0.023811
11041	B4GAT1	11	66112843	66115161	1	1004040	-0.20368	0.5807
3177	SLC29A2	11	66129992	66139961	21	953173	2.194	0.014118
266743	NPAS4	11	66188475	66194177	7	892056	2.0953	0.018073
65003	MRPL11	11	66202550	66206310	4	947638	3.1155	0.00091801
246330	PELI3	11	66233798	66244808	20	945389	4.0806	2.2462e-05
10072	DPP3	11	66247484	66277130	65	967113	4.1419	1.7222e-05
582	BBS1	11	66278077	66301084	53	949945	4.2553	1.0438e-05
254359	ZDHHC24	11	66288854	66313709	55	961711	3.8211	6.6435e-05
89	ACTN3	11	66314312	66330799	42	961602	3.8931	4.9477e-05
8722	CTSF	11	66330935	66336047	13	983645	3.4832	0.00024773
55231	CCDC87	11	66357640	66360554	4	947662	2.8308	0.0023216
9973	CCS	11	66360630	66373490	16	943419	2.7324	0.0031435
10432	RBM14	11	66384053	66397405	8	970670	2.3064	0.010544
100526737	RBM14-RBM4	11	66384053	66413944	31	956060	3.0501	0.0011437
5936	RBM4	11	66406088	66435856	33	931910	2.9157	0.0017746
83759	RBM4B	11	66432469	66445348	19	935010	2.6749	0.0037378
6712	SPTBN2	11	66449967	66496716	63	919727	3.3946	0.00034363
79703	TOP6BL	11	66512207	66613997	120	937002	2.0043	0.02252
9986	RCE1	11	66610883	66614003	4	958738	1.5103	0.065489
5091	PC	11	66615993	66725847	230	959573	1.9732	0.024235
78999	LRFN4	11	66624558	66627946	2	979710	1.1254	0.13022
254439	C11orf86	11	66742754	66744479	2	989159	1.0747	0.14125
91683	SYT12	11	66790190	66818334	38	910303	1.547	0.06093
29984	RHOD	11	66824289	66839488	30	911170	2.2136	0.013429
22992	KDM2A	11	66886740	67025553	195	920841	2.6399	0.0041464
156	GRK2	11	67033905	67054029	28	921436	2.8765	0.0020106
338692	ANKRD13D	11	67056762	67069955	21	898688	1.6463	0.049854
54961	SSH3	11	67070919	67080078	22	890770	1.1847	0.11807
57804	POLD4	11	67118236	67121067	5	919718	2.1084	0.017498
23529	CLCF1	11	67131635	67141648	25	944418	1.5623	0.05911
5883	RAD9A	11	67159423	67165883	16	918109	1.6104	0.053657
5499	PPP1CA	11	67165652	67169376	7	959728	2.3734	0.0088118
374403	TBC1D10C	11	67171384	67177561	15	954013	0.97524	0.16472
57571	CARNS1	11	67183149	67193078	23	936554	0.72762	0.23342
6199	RPS6KB2	11	67195935	67202879	13	965838	0.56562	0.28582
5790	PTPRCAP	11	67202981	67205153	4	967248	0.79525	0.21323
57175	CORO1B	11	67205518	67211371	4	997958	0.11636	0.45368
390212	GPR152	11	67218772	67220200	1	843604	0.90437	0.1829
57010	CABP4	11	67219886	67229245	16	931150	2.0006	0.022717
80194	TMEM134	11	67231819	67236748	5	930248	1.9148	0.027757
9049	AIP	11	67250505	67258579	10	946629	0.62993	0.26437
9600	PITPNM1	11	67259231	67272843	15	894534	0.87475	0.19085
10263	CDK2AP2	11	67273961	67276199	1	855113	1.3289	0.09194
51475	CABP2	11	67286418	67291085	4	924997	-0.35095	0.63719
2950	GSTP1	11	67351066	67354125	12	932798	1.1149	0.13245
4723	NDUFV1	11	67374323	67380012	4	973082	1.7983	0.036067
254552	NUDT8	11	67395409	67397408	4	1001314	1.4998	0.066829
347853	TBX10	11	67398774	67407031	31	964459	0.86081	0.19467
91703	ACY3	11	67410026	67418130	31	927561	2.3273	0.0099739
222	ALDH3B2	11	67429633	67448685	55	926466	1.4159	0.078405
81622	UNC93B1	11	67758575	67771593	27	932444	0.82556	0.20453
221	ALDH3B1	11	67776048	67796743	56	960394	0.7121	0.2382
4728	NDUFS8	11	67798084	67804114	13	935003	0.65991	0.25465
10312	TCIRG1	11	67806462	67818366	29	911200	0.44601	0.3278
1119	CHKA	11	67820326	67888858	102	938910	-0.77188	0.77991
51111	KMT5B	11	67922330	67981250	119	941542	1.3947	0.081556
53838	C11orf24	11	68028803	68039469	28	922591	0.64725	0.25873
4041	LRP5	11	68080077	68216743	380	930876	1.1285	0.12956
55291	PPP6R3	11	68228186	68382802	351	952060	1.4512	0.073364
51083	GAL	11	68451983	68458643	17	929772	2.394	0.0083325
9633	TESMIN	11	68474908	68518988	83	959594	2.4564	0.0070168
1374	CPT1A	11	68522088	68611878	216	935520	0.7221	0.23512
219927	MRPL21	11	68658744	68671303	36	963470	0.21984	0.413
3508	IGHMBP2	11	68671319	68708070	136	958826	-0.31251	0.62268
116512	MRGPRD	11	68747490	68748455	2	967791	-2.1063	0.98241
116535	MRGPRF	11	68771862	68780850	19	966739	-0.91433	0.81973
219931	TPCN2	11	68816350	68858072	178	939316	5.1103	1.6081e-07
26579	MYEOV	11	69061613	69064754	10	977158	4.5246	3.0253e-06
595	CCND1	11	69455873	69469242	29	901773	1.7946	0.036359
220064	LTO1	11	69480331	69490165	19	904182	2.3652	0.0090103
9965	FGF19	11	69513006	69519106	6	904101	1.2149	0.11219
2249	FGF4	11	69587797	69590171	10	934722	0.14674	0.44167
2248	FGF3	11	69624736	69634192	46	970220	1.0549	0.14574
55107	ANO1	11	69924408	70035651	502	944506	3.9031	4.7488e-05
8772	FADD	11	70049269	70053508	6	953744	-0.61409	0.73042
8500	PPFIA1	11	70116806	70230607	265	955203	0.23768	0.40606
2017	CTTN	11	70244612	70282690	91	936571	0.26556	0.39529
22941	SHANK2	11	70313961	70935808	1988	944858	-0.86341	0.80605
1717	DHCR7	11	71145457	71159477	39	951033	2.1904	0.014247
55191	NADSYN1	11	71164217	71212586	187	972940	2.2738	0.011489
440050	KRTAP5-7	11	71238313	71239210	2	1001150	1.8822	0.029902
57830	KRTAP5-8	11	71249071	71250253	1	823439	-1.9863	0.9765
3846	KRTAP5-9	11	71259466	71260653	9	954744	-1.617	0.94706
387273	KRTAP5-10	11	71276609	71277666	7	867513	-1.6714	0.95268
55199	FAM86C1P	11	71498557	71512280	54	868342	-0.87913	0.81033
100131539	ZNF705EP	11	71525091	71532593	24	877930	-0.38438	0.64965
245911	DEFB108B	11	71544246	71548608	15	887053	-0.2179	0.58625
100129216	DEFB131B	11	71589499	71595607	10	926549	0.32296	0.37336
55298	RNF121	11	71639768	71708643	187	957723	0.4622	0.32197
10068	IL18BP	11	71709955	71713965	7	936228	-0.32643	0.62795
4926	NUMA1	11	71713910	71791732	157	961231	0.60233	0.27348
220074	LRTOMT	11	71791377	71821828	63	953587	0.65886	0.25499
55004	LAMTOR1	11	71805371	71814433	16	923014	0.27365	0.39218
25906	ANAPC15	11	71820633	71823822	6	972594	0.82862	0.20366
2352	FOLR3	11	71846771	71850934	17	957775	0.66595	0.25272
2348	FOLR1	11	71900602	71907367	20	949863	-0.23881	0.59437
2350	FOLR2	11	71927819	71932994	10	948928	0.62726	0.26524
3636	INPPL1	11	71934916	71950191	34	956634	0.386	0.34975
401	PHOX2A	11	71950121	71955220	5	968317	-0.22	0.58706
81570	CLPB	11	72003469	72145724	294	949544	1.0495	0.14698
5138	PDE2A	11	72287184	72385497	303	959447	3.3587	0.00039155
116985	ARAP1	11	72396114	72463465	209	970711	0.065436	0.47391
10809	STARD10	11	72465774	72504750	83	953282	1.0434	0.14837
89849	ATG16L2	11	72525451	72553793	51	913585	0.13197	0.44751
9873	FCHSD2	11	72547788	72853727	464	927830	0.541	0.29425
5029	P2RY2	11	72928735	72953472	56	905143	1.9761	0.024073
5031	P2RY6	11	72975550	73009670	81	945462	-0.046452	0.51853
9828	ARHGEF17	11	73019663	73080425	195	930264	0.59623	0.27551
84957	RELT	11	73087405	73108519	54	917648	1.5091	0.065634
23201	FAM168A	11	73111837	73309234	438	917384	1.5781	0.057273
58473	PLEKHB1	11	73357223	73373864	64	960583	0.88918	0.18695
5870	RAB6A	11	73386683	73472201	258	964382	0.82832	0.20375
51642	MRPL48	11	73498917	73575656	300	963497	0.43115	0.33318
51287	COA4	11	73583712	73587890	9	940987	1.3638	0.086319
80227	PAAF1	11	73587744	73638781	158	960190	0.52797	0.29876
374407	DNAJB13	11	73661364	73681713	80	960022	0.73273	0.23186
7351	UCP2	11	73685716	73693889	13	984440	1.6804	0.046436
7352	UCP3	11	73711326	73720282	30	961963	-0.12015	0.54782
26005	C2CD3	11	73723759	73882064	467	934568	1.2916	0.098243
51400	PPME1	11	73881936	73965748	198	937837	0.51342	0.30383
283208	P4HA3	11	73958532	74022699	211	947659	0.70377	0.24079
283209	PGM2L1	11	74041361	74109502	202	962810	0.77409	0.21944
10008	KCNE3	11	74165886	74178600	39	957514	-0.66177	0.74594
387787	LIPT2	11	74202923	74204755	4	1002316	0.1408	0.44401
10714	POLD3	11	74303575	74380386	262	972150	4.5641	2.5082e-06
25884	CHRDL2	11	74407474	74442227	96	936558	3.3913	0.00034777
254225	RNF169	11	74459913	74553458	188	961802	1.3745	0.084644
143570	XRRA1	11	74550655	74660232	209	952494	2.5369	0.0055925
9789	SPCS2	11	74660292	74690076	65	944825	2.2001	0.0139
10825	NEU3	11	74699950	74718743	29	966108	2.0285	0.021254
341152	OR2AT4	11	74799796	74800758	1	918277	-0.15553	0.5618
11309	SLCO2B1	11	74862032	74917445	158	953154	0.4186	0.33775
100507050	TPBGL	11	74951950	74954749	5	947545	-0.36189	0.64128
408	ARRB1	11	74971166	75062875	215	944714	0.076596	0.46947
6188	RPS3	11	75110535	75133346	46	940119	-0.071154	0.52836
283212	KLHL35	11	75133438	75141674	6	987041	0.3842	0.35041
81544	GDPD5	11	75145683	75236991	249	960670	-0.62192	0.733
871	SERPINH1	11	75273101	75283849	37	978452	1.497	0.067197
4135	MAP6	11	75297959	75379479	176	953393	1.9091	0.028127
80168	MOGAT2	11	75428934	75442331	40	940836	2.7382	0.0030892
84649	DGAT2	11	75479778	75512581	42	925099	4.9136	4.4713e-07
7405	UVRAG	11	75526212	75855282	594	937070	3.4852	0.00024592
7481	WNT11	11	75897370	75921803	79	956950	-0.017711	0.50707
5612	THAP12	11	76061004	76091880	63	974852	0.99135	0.16076
100506127	GVQW3	11	76092307	76125663	121	966349	1.1868	0.11766
56946	EMSY	11	76155967	76263943	228	965280	1.0006	0.1585
2615	LRRC32	11	76368568	76381990	35	961268	-1.8636	0.96881
25987	TSKU	11	76493357	76509198	46	963369	0.7343	0.23138
55331	ACER3	11	76571917	76734850	424	954333	-0.45214	0.67442
192134	B3GNT6	11	76745385	76753020	24	949240	0.35444	0.3615
726	CAPN5	11	76777992	76837201	175	928899	-1.05	0.85313
4975	OMP	11	76813886	76814377	2	947138	-1.0113	0.84407
4647	MYO7A	11	76839302	76926286	312	944484	-0.10003	0.53984
220032	GDPD4	11	76927603	77012699	305	958046	1.4339	0.075801
5058	PAK1	11	77033060	77185108	406	959080	1.2811	0.10008
282679	AQP11	11	77300680	77321401	44	989066	3.3559	0.0003955
1207	CLNS1A	11	77327196	77348851	48	946975	3.3646	0.00038329
51773	RSF1	11	77371047	77531915	392	960590	3.6713	0.00012064
28971	AAMDC	11	77532147	77583398	89	961732	2.8013	0.0025448
92105	INTS4	11	77589766	77705771	332	945098	2.608	0.0045533
65987	KCTD14	11	77726761	77757237	142	941246	0.3391	0.36727
100532726	NDUFC2-KCTD14	11	77726761	77791265	280	949718	0.88965	0.18683
7069	THRSP	11	77774907	77779403	26	993224	1.6678	0.047681
4718	NDUFC2	11	77779393	77791265	37	968212	0.69107	0.24476
79053	ALG8	11	77811988	77850699	233	973423	0.29148	0.38534
283219	KCTD21	11	77882289	77900006	52	954797	1.217	0.11181
57558	USP35	11	77899858	77925757	51	942845	5.6185	9.6311e-09
9846	GAB2	11	77926336	78128868	394	944028	6.3565	1.0323e-10
79731	NARS2	11	78147007	78285909	385	937550	5.7927	3.4629e-09
26011	TENM4	11	78364328	79152014	2586	943977	0.76403	0.22243
220382	FAM181B	11	82443046	82444906	9	953718	0.46201	0.32204
5547	PRCP	11	82535409	82612733	248	959273	-0.1943	0.57703
220042	DDIAS	11	82611017	82645701	91	967883	-0.24803	0.59794
27314	RAB30	11	82684177	82782965	262	953066	-0.8637	0.80612
51585	PCF11	11	82868137	82896836	53	945487	0.66823	0.25199
338699	ANKRD42	11	82904754	82967719	151	947218	1.2151	0.11217
60492	CCDC90B	11	82972498	82997445	84	951152	1.3402	0.090094
1740	DLG2	11	83166055	85338314	6958	960488	2.4359	0.0074276
55863	TMEM126B	11	85339617	85347583	17	954806	1.2254	0.11021
84233	TMEM126A	11	85358963	85367597	20	964259	1.2886	0.098764
58487	CREBZF	11	85368608	85376182	15	959685	1.3031	0.096265
220388	CCDC89	11	85394893	85397320	6	968981	-0.51193	0.69565
54843	SYTL2	11	85405264	85522197	331	958173	0.91324	0.18056
220047	CCDC83	11	85566144	85631064	258	956989	3.7465	8.9674e-05
8301	PICALM	11	85668214	85780923	383	967096	2.7632	0.0028621
8726	EED	11	85955586	85989785	99	962086	3.7576	8.5776e-05
51501	HIKESHI	11	86013253	86056985	180	950789	3.3269	0.00043915
60494	CCDC81	11	86085778	86134151	188	983750	1.2272	0.10988
10873	ME3	11	86152150	86383678	1064	964983	-0.086943	0.53464
11098	PRSS23	11	86511288	86522275	28	975719	-0.35426	0.63843
8322	FZD4	11	86656717	86666440	22	969076	0.77502	0.21916
65084	TMEM135	11	86748886	87039876	1586	970405	1.4224	0.077456
23682	RAB38	11	87846415	87908635	273	973314	-1.1151	0.86759
1075	CTSC	11	88026760	88070941	172	973177	-0.5069	0.69389
2915	GRM5	11	88237256	88796846	1912	961489	-1.3944	0.91839
7299	TYR	11	88911040	89028927	347	965615	-0.49032	0.68805
50507	NOX4	11	89057521	89322779	613	944057	0.70841	0.23934
219595	FOLH1B	11	89370675	89431886	217	919997	1.0842	0.13913
390231	TRIM77	11	89443467	89451040	18	949387	0.69112	0.24475
57093	TRIM49	11	89530823	89541743	2	891968	0.39132	0.34778
10003	NAALAD2	11	89867772	89926062	251	969769	1.5921	0.055687
26973	CHORDC1	11	89933597	89956532	78	987546	1.597	0.05513
120114	FAT3	11	92047446	92629636	1412	956122	4.1065	2.0081e-05
4544	MTNR1B	11	92702789	92715948	41	938023	-0.54942	0.70864
120103	SLC36A4	11	92880850	92931095	127	974038	0.3589	0.35983
159989	DEUP1	11	93063156	93171636	364	964894	1.5191	0.064365
56935	SMCO4	11	93211638	93276546	257	960005	-1.2808	0.89986
85459	CEP295	11	93394816	93463524	171	915855	0.54024	0.29451
79101	TAF1D	11	93463368	93474703	20	906159	0.47323	0.31802
28970	BKGD	11	93474769	93496250	70	965145	1.8048	0.035557
9440	MED17	11	93517405	93546496	54	961385	0.87252	0.19146
387804	VSTM5	11	93553735	93583668	106	947440	-0.38696	0.65061
341208	HEPHL1	11	93754378	93847374	233	949247	-0.40961	0.65895
24145	PANX1	11	93862094	93918762	173	940247	0.43577	0.3315
390243	IZUMO1R	11	94038803	94040858	6	958959	-0.461	0.6776
10888	GPR83	11	94110477	94134585	119	955236	-1.359	0.91292
4361	MRE11	11	94150466	94227040	210	961603	0.16291	0.43529
54851	ANKRD49	11	94227153	94232744	17	953462	0.066018	0.47368
643037	C11orf97	11	94245695	94265289	100	958669	0.37363	0.35434
2526	FUT4	11	94277017	94283064	13	930145	-0.24566	0.59703
143689	PIWIL4	11	94279876	94354587	240	949875	-0.66224	0.74609
154810	AMOTL1	11	94439602	94609918	485	920069	-0.62461	0.73389
51503	CWC15	11	94695787	94706776	28	961717	-0.23053	0.59116
55693	KDM4D	11	94706845	94732678	66	951521	-1.1413	0.87313
390245	KDM4E	11	94758422	94760760	6	931932	0.29477	0.38408
10929	SRSF8	11	94800041	94804387	12	960777	0.40184	0.3439
23052	ENDOD1	11	94822974	94865815	165	955279	0.8353	0.20177
143686	SESN3	11	94898677	94965705	129	924787	-1.1986	0.88466
143684	FAM76B	11	95502106	95522954	75	962182	1.1129	0.13287
9702	CEP57	11	95523625	95565857	163	958145	1.057	0.14526
8898	MTMR2	11	95566044	95657371	271	951834	1.5382	0.061998
84441	MAML2	11	95711440	96076344	1362	960736	2.7152	0.0033122
79780	CCDC82	11	96085929	96123083	121	952715	0.56123	0.28732
8690	JRKL	11	96123158	96126727	5	952315	0.10311	0.45894
53942	CNTN5	11	98891706	100229616	6199	966776	0.79094	0.21449
143872	ARHGAP42	11	100558407	100861656	1407	975900	2.2976	0.010793
83935		11	100862811	100864666	11	995624	1.7764	0.037837
5241	PGR	11	100900355	101000544	375	963158	0.089819	0.46422
7225	TRPC6	11	101322295	101454687	668	971200	-0.52905	0.70161
253935	ANGPTL5	11	101761405	101787253	79	963539	0.30568	0.37992
57562	CEP126	11	101785746	101871793	239	964365	0.5663	0.2856
85016	CFAP300	11	101918147	101955291	110	949803	1.7363	0.041256
10413	YAP1	11	101981151	102104154	318	950709	1.2758	0.10102
330	BIRC3	11	102188181	102210134	34	908980	-1.8515	0.96795
329	BIRC2	11	102217913	102249401	61	954154	-0.0030347	0.50121
114908	TMEM123	11	102267056	102323775	121	948584	0.0040996	0.49836
4316	MMP7	11	102391239	102401478	38	952241	-1.275	0.89884
9313	MMP20	11	102447566	102496063	265	960927	0.30729	0.37931
64066	MMP27	11	102562415	102576468	81	982508	1.3143	0.094365
4317	MMP8	11	102582526	102595734	75	985523	0.7103	0.23876
4319	MMP10	11	102641233	102651359	40	982852	-0.34995	0.63681
4312	MMP1	11	102660641	102668966	41	974658	1.2011	0.11485
4314	MMP3	11	102706528	102714342	24	985934	-1.6514	0.95067
4321	MMP12	11	102733464	102745764	22	968621	-1.9439	0.97405
4322	MMP13	11	102813721	102826463	32	979243	-1.7837	0.96276
84259	DCUN1D5	11	102921413	102962944	81	958631	0.060078	0.47605
79659	DYNC2H1	11	102980160	103350591	1858	971401	1.2668	0.10261
80310	PDGFD	11	103777914	104035027	993	959589	-1.2185	0.88847
414301	DDI1	11	103907308	103909922	7	966722	-1.5931	0.94444
100506742	CASP12	11	104756445	104769397	7	925420	-0.87447	0.80907
837	CASP4	11	104813594	104839325	71	960356	0.44126	0.32951
838	CASP5	11	104864967	104893895	79	933883	-0.21349	0.58453
834	CASP1	11	104896235	104905884	48	964754	0.030281	0.48792
114769	CARD16	11	104912053	104916051	18	952054	0.57527	0.28255
440068	CARD17P	11	104963196	104972158	31	948597	0.5624	0.28692
59082	CARD18	11	105008448	105010461	4	981694	0.8095	0.20911
2893	GRIA4	11	105480800	105852819	894	958249	-0.21788	0.58624
84437	MSANTD4	11	105878629	105892981	26	959820	-0.26756	0.60548
143879	KBTBD3	11	105921825	105948465	58	950594	-0.7585	0.77592
60496	AASDHPPT	11	105948292	105969419	42	893708	-0.47681	0.68325
2977	GUCY1A2	11	106544738	106889171	1158	960968	-1.193	0.88357
143884	CWF19L2	11	107197071	107328572	491	966453	-0.92903	0.82356
91801	ALKBH8	11	107373453	107436468	217	966880	-1.3934	0.91826
55531	ELMOD1	11	107461817	107537505	243	944190	-0.97257	0.83462
6588	SLN	11	107578101	107582787	6	968721	0.34617	0.36461
54733	SLC35F2	11	107661717	107729914	345	968847	0.44284	0.32894
54734	RAB39A	11	107799277	107834208	109	954795	-1.6141	0.94675
8065	CUL5	11	107879408	107978495	223	958555	-0.55521	0.71062
38	ACAT1	11	107992258	108018895	67	934911	0.51262	0.30411
4863	NPAT	11	108028117	108093365	115	943284	-0.40658	0.65784
472	ATM	11	108093559	108239829	265	938892	-1.0575	0.85485
160140	C11orf65	11	108179012	108338258	342	943764	-0.96751	0.83336
143888	POGLUT3	11	108342832	108369169	44	947737	-1.2861	0.90079
23086	EXPH5	11	108376158	108464492	245	954145	1.9179	0.02756
1662	DDX10	11	108535816	108811650	539	958883	1.6747	0.046995
399947	C11orf87	11	109292570	109299893	5	897945	-0.67802	0.75112
85463	ZC3H12C	11	109963673	110042566	299	959969	-0.31231	0.6226
5962	RDX	11	110045605	110167437	219	955646	-0.58018	0.7191
2230	FDX1	11	110300661	110335608	120	951441	0.41689	0.33838
57569	ARHGAP20	11	110447759	110583912	396	943036	-2.4304	0.99246
341032	POU2AF2	11	111126707	111156973	81	957647	2.4831	0.0065125
399948	COLCA1	11	111164114	111177104	44	960694	4.4277	4.7615e-06
120376	POU2AF3	11	111169271	111179460	30	963687	4.3092	8.1928e-06
5450	POU2AF1	11	111222976	111250348	104	959386	3.7655	8.3094e-05
644277		11	111299223	111327330	108	952600	3.5814	0.0001709
54766	BTG4	11	111338255	111383105	93	954586	3.7714	8.1178e-05
399949	HOATZ	11	111385510	111407756	37	939000	2.2512	0.012185
143903	LAYN	11	111411233	111432470	34	959341	1.9725	0.024275
23235	SIK2	11	111473170	111597635	274	940173	2.5931	0.0047553
5519	PPP2R1B	11	111597632	111637169	85	922226	1.745	0.04049
79796	ALG9	11	111652919	111742305	174	949224	3.2693	0.00053914
91893	FDXACB1	11	111744780	111750181	15	946307	2.8406	0.0022517
64776	CFAP68	11	111749948	111754798	7	994580	1.5662	0.05865
1410	CRYAB	11	111779350	111782473	6	934964	2.0958	0.018049
3316	HSPB2	11	111783460	111784817	3	919031	2.973	0.0014744
91894	C11orf52	11	111789601	111797595	18	911478	4.7476	1.0291e-06
85458	DIXDC1	11	111797868	111893374	154	921827	3.8437	6.0589e-05
1737	DLAT	11	111895538	111935002	69	942019	4.7668	9.3597e-07
120379	PIH1D2	11	111934734	111944895	15	941785	1.4737	0.070288
55216	NKAPD1	11	111944968	111955874	14	916035	3.8058	7.0671e-05
26521	TIMM8B	11	111955524	111957522	2	933031	-0.96019	0.83152
6392	SDHD	11	111957548	111966525	17	923817	2.4953	0.0062934
56158	TEX12	11	112004926	112043279	102	963089	0.24895	0.4017
3606	IL18	11	112013974	112034840	55	957898	0.36836	0.3563
83875	BCO2	11	112046208	112089652	116	941702	0.15661	0.43778
5805	PTS	11	112097088	112104696	23	916786	-1.1464	0.87418
349633	PLET1	11	112118876	112131583	45	932323	-0.88663	0.81236
4684	NCAM1	11	112831969	113149158	1023	959764	-0.35241	0.63774
54970	TTC12	11	113185251	113244345	144	959879	1.3188	0.093624
255239	ANKK1	11	113258513	113271140	42	972369	0.41861	0.33775
1813	DRD2	11	113280317	113346413	193	969472	1.6671	0.047742
80975	TMPRSS5	11	113558268	113577151	66	970285	1.6669	0.047771
9183	ZW10	11	113603905	113644485	128	976695	1.5281	0.063249
57646	USP28	11	113668597	113746292	205	949116	1.9219	0.027309
9177	HTR3B	11	113775518	113817283	140	955722	0.1625	0.43545
3359	HTR3A	11	113845797	113861035	55	961622	1.4455	0.074163
7704	ZBTB16	11	113930289	114126702	688	946569	3.1336	0.00086327
4837	NNMT	11	114166535	114183238	33	958424	-1.4434	0.92554
54494	C11orf71	11	114262170	114271272	29	958268	0.98591	0.16209
10179	RBM7	11	114271283	114279636	12	985950	-0.32698	0.62816
25996	REXO2	11	114310108	114321001	32	964719	1.9513	0.025509
120400	NXPE1	11	114392423	114430580	103	945948	0.33392	0.36922
54827	NXPE4	11	114441313	114466484	65	941384	-0.10417	0.54148
120406	NXPE2	11	114549200	114579357	114	967399	-1.0654	0.85665
23705	CADM1	11	115039933	115375241	714	953943	1.2526	0.10518
84811	BUD13	11	116618886	116643714	111	966044	2.3176	0.010237
8882	ZPR1	11	116649276	116658739	28	951502	2.0798	0.018771
116519	APOA5	11	116660086	116663136	10	970650	1.3624	0.086533
337	APOA4	11	116691418	116694011	15	962418	2.1445	0.015997
345	APOC3	11	116700624	116703787	21	924917	1.6535	0.049118
335	APOA1	11	116706467	116708338	8	956309	1.0558	0.14552
23387	SIK3	11	116714118	116969131	963	973634	1.5487	0.060722
5049	PAFAH1B2	11	117015000	117048889	116	964365	0.43299	0.33251
51092	SIDT2	11	117049626	117068161	61	962444	1.1323	0.12876
6876	TAGLN	11	117070040	117075508	21	970269	-0.14878	0.55913
9159	PCSK7	11	117075788	117102811	99	953245	0.37044	0.35553
257160	RNF214	11	117103341	117156404	153	950110	0.12048	0.45205
23621	BACE1	11	117156402	117186972	80	934354	0.0027657	0.4989
22897	CEP164	11	117184792	117283982	265	965168	0.6422	0.26037
57453	DSCAML1	11	117298489	117667976	1473	951176	-0.82568	0.79551
486	FXYD2	11	117690790	117699408	39	938957	2.0301	0.021171
100533181	FXYD6-FXYD2	11	117690790	117747746	206	948088	1.1208	0.13119
53826	FXYD6	11	117707691	117748201	144	952483	-0.17347	0.56886
84000	TMPRSS13	11	117771356	117800168	135	950834	0.12644	0.44969
3587	IL10RA	11	117857106	117872198	44	973134	-0.29121	0.61456
56649	TMPRSS4	11	117947727	117996323	278	953008	-1.6022	0.94544
6330	SCN4B	11	118004092	118023630	50	950906	-0.53536	0.7038
6327	SCN2B	11	118033519	118047337	48	938814	1.743	0.040665
120425	JAML	11	118064442	118095809	96	969613	0.13236	0.44735
196264	MPZL3	11	118097405	118124135	108	970555	0.0081545	0.49675
10205	MPZL2	11	118124131	118135251	35	966631	0.76071	0.22342
916	CD3E	11	118175295	118186890	31	983015	1.2707	0.10192
915	CD3D	11	118209789	118213459	6	1000560	1.9073	0.028244
917	CD3G	11	118215032	118224497	23	951149	1.5569	0.059742
9354	UBE4A	11	118230296	118269926	72	959132	1.7454	0.040458
10632	ATP5MG	11	118272104	118280562	18	955093	1.7523	0.039862
4297	KMT2A	11	118307205	118397539	100	940096	2.6617	0.0038875
143941	TTC36	11	118398210	118401740	2	907640	-0.3284	0.6287
84866	TMEM25	11	118401803	118417313	51	950990	3.2236	0.00063296
56912	IFT46	11	118415243	118436791	52	951529	3.0302	0.0012218
372	ARCN1	11	118443078	118473748	67	948592	2.6936	0.0035347
23187	PHLDB1	11	118477213	118528748	92	955584	3.6522	0.00013003
11181	TREH	11	118528942	118550381	49	953309	3.6913	0.00011154
1656	DDX6	11	118618472	118661972	101	953431	2.9412	0.0016349
643	CXCR5	11	118754475	118766980	46	908174	1.9461	0.025823
283149	BCL9L	11	118766849	118796327	54	916287	4.2715	9.7065e-06
7379	UPK2	11	118827008	118829269	4	946770	3.8848	5.1217e-05
283150	FOXR1	11	118842417	118851997	21	945431	1.898	0.028846
338657	CENATAC	11	118868843	118886455	51	951762	3.4042	0.00033174
6230	RPS25	11	118886422	118889057	8	952185	2.4884	0.0064156
51399	TRAPPC4	11	118889241	118894384	24	972990	3.4283	0.00030369
2542	SLC37A4	11	118895061	118901616	27	920741	3.6379	0.00013743
10525	HYOU1	11	118914896	118927951	26	937503	3.07	0.0010702
55823	VPS11	11	118938493	118952688	40	949098	1.2219	0.11087
3145	HMBS	11	118955587	118964259	17	945269	2.5775	0.0049766
3014	H2AX	11	118964580	118966177	3	899746	4.7643	9.4748e-07
1798	DPAGT1	11	118967213	118973124	14	948182	5.4888	2.0231e-08
9854	C2CD2L	11	118977771	118988304	33	937933	6.375	9.1457e-11
25988	HINFP	11	118992233	119005765	33	969815	5.6516	7.9493e-09
64137	ABCG4	11	119019750	119033375	25	955820	4.5779	2.3486e-06
79671	NLRX1	11	119039036	119054725	16	924591	4.8751	5.4372e-07
79849	NHERF4	11	119056127	119060932	3	953325	3.749	8.8776e-05
283152	DRC12	11	119060963	119072160	16	944918	4.4177	4.9888e-06
867	CBL	11	119076986	119178859	144	946316	4.459	4.1164e-06
4162	MCAM	11	119179234	119189087	16	888284	2.709	0.0033746
79102	RNF26	11	119205210	119208024	7	948705	0.66267	0.25377
83552	MFRP	11	119209644	119217383	20	879639	0.98988	0.16112
114902	C1QTNF5	11	119209644	119217383	20	879639	0.98988	0.16112
9099	USP2	11	119225925	119252436	59	924674	1.8994	0.028758
7070	THY1	11	119288655	119294246	12	979897	4.7422	1.057e-06
5818	NECTIN1	11	119508808	119599435	213	929288	-1.256	0.89545
